sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,negasi_scope
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",14,ditinggalkan,ditinggalkan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",10,acl,{'MorphInd': '^di+tinggal<v>+kan_VSP$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",15,di,di,ADP,R--,_,16,case,{'MorphInd': '^di<r>_R--$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",16,tepi,tepi,NOUN,NSD,{'Number': 'Sing'},14,obl,{'MorphInd': '^tepi<n>_NSD$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",17,sungai,sungai,NOUN,NSD,{'Number': 'Sing'},16,compound,"{'SpaceAfter': 'No', 'MorphInd': '^sungai<n>_NSD$'}",
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",18,",",",",PUNCT,Z--,_,9,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",19,akibatnya,akibat,SCONJ,NSD+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",23,mark,{'MorphInd': '^akibat<n>_NSD+dia<p>_PS3$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",20,Zhinu,zhinu,PROPN,X--,_,23,nsubj,{'MorphInd': '^zhinu<x>_X--$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",21,tidak,tidak,PART,G--,{'Polarity': 'Neg'},23,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",22,dapat,dapat,ADV,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",23,advmod,{'MorphInd': '^dapat<v>_VSA$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",23,kembali,kembali,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",3,advcl,{'MorphInd': '^kembali<v>_VSA$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",24,ke,ke,ADP,R--,_,25,case,{'MorphInd': '^ke<r>_R--$'},
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",25,surga,surga,NOUN,NSD,{'Number': 'Sing'},23,obl,"{'SpaceAfter': 'No', 'MorphInd': '^surga<n>_NSD$'}",
train-s1017,"Niu Lang jatuh cinta pada pandangan pertama kemudian mencuri jubah ajaib miliknya yang ditinggalkan di tepi sungai, akibatnya Zhinu tidak dapat kembali ke surga.",26,.,.,PUNCT,Z--,_,3,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,1,Tetapi,tetapi,SCONJ,S--,_,6,mark,{'MorphInd': '^tetapi<s>_S--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,2,jika,jika,SCONJ,S--,_,6,mark,{'MorphInd': '^jika<s>_S--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,3,suatu,suatu,DET,B--,{'PronType': 'Ind'},4,det,{'MorphInd': '^suatu<b>_B--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,4,perangkat,perangkat,NOUN,NSD,{'Number': 'Sing'},6,nsubj,{'MorphInd': '^perangkat<n>_NSD$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,5,hanya,hanya,ADV,D--,_,6,advmod,{'MorphInd': '^hanya<d>_D--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,6,mendukung,mendukung,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^meN+dukung<v>_VSA$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,7,port,port,NOUN,F--,_,6,obj,{'MorphInd': '^port<f>_F--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,8,untuk,untuk,ADP,R--,_,9,case,{'MorphInd': '^untuk<r>_R--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,9,microSD,microsd,PROPN,X--,_,7,nmod,{'MorphInd': '^microsd<x>_X--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,10,saja,saja,ADV,D--,_,9,advmod,{'MorphInd': '^saja<d>_D--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,11,maka,maka,SCONJ,S--,_,15,mark,{'MorphInd': '^maka<s>_S--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,12,miniSDHC,minisdhc,PROPN,X--,_,15,nsubj:pass,{'MorphInd': '^minisdhc<x>_X--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,13,tidak,tidak,PART,G--,{'Polarity': 'Neg'},15,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,14,bisa,bisa,ADV,M--,_,15,advmod,{'MorphInd': '^bisa<m>_M--$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,15,digunakan,digunakan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",6,advcl,{'MorphInd': '^di+guna<n>+kan_VSP$'},
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,16,didalamnya,didalam,ADP,VSP+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Voice': 'Pass'}",15,case,"{'SpaceAfter': 'No', 'MorphInd': '^di+dalam<a>_VSP+dia<p>_PS3$'}",
train-s1026,Tetapi jika suatu perangkat hanya mendukung port untuk microSD saja maka miniSDHC tidak bisa digunakan didalamnya.,17,.,.,PUNCT,Z--,_,15,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",1,Setelah,setelah,ADP,R--,_,2,case,{'MorphInd': '^setelah<r>_R--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",2,pertarungan,pertarungan,NOUN,NSD,{'Number': 'Sing'},10,obl,{'MorphInd': '^per+tarung<v>+an_NSD$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",3,ini,ini,DET,B--,{'PronType': 'Dem'},2,det,"{'SpaceAfter': 'No', 'MorphInd': '^ini<b>_B--$'}",
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",4,",",",",PUNCT,Z--,_,2,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",5,Ichigo,ichigo,PROPN,X--,_,10,nsubj,{'MorphInd': '^ichigo<x>_X--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",6,dan,dan,CCONJ,H--,_,7,cc,{'MorphInd': '^dan<h>_H--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",7,Kenpachi,kenpachi,PROPN,X--,_,5,conj,{'MorphInd': '^kenpachi<x>_X--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",8,tidak,tidak,PART,G--,{'Polarity': 'Neg'},10,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",9,bisa,bisa,ADV,M--,_,10,advmod,{'MorphInd': '^bisa<m>_M--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",10,bergerak,bergerak,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^ber+gerak<v>_VSA$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",11,lagi,lagi,ADV,D--,_,10,advmod,{'MorphInd': '^lagi<d>_D--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",12,karena,karena,SCONJ,S--,_,13,mark,{'MorphInd': '^karena<s>_S--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",13,terluka,terluka,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",10,advcl,{'MorphInd': '^ter+luka<n>_VSP$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",14,amat,amat,ADV,D--,_,15,advmod,{'MorphInd': '^amat<d>_D--$'},
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",15,parah,parah,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",13,amod,"{'SpaceAfter': 'No', 'MorphInd': '^parah<a>_ASP$'}",
train-s1045,"Setelah pertarungan ini, Ichigo dan Kenpachi tidak bisa bergerak lagi karena terluka amat parah.",16,.,.,PUNCT,Z--,_,10,punct,{'MorphInd': '^.<z>_Z--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",1,Mengagumi,menkagumi,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",6,advcl,{'MorphInd': '^meN+kagum<a>+i_VSA$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",2,Yukari,yukari,PROPN,X--,_,1,obj,"{'SpaceAfter': 'No', 'MorphInd': '^yukari<x>_X--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",3,",",",",PUNCT,Z--,_,1,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",4,dan,dan,CCONJ,H--,_,1,cc,{'MorphInd': '^dan<h>_H--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",5,perlahan,perlahan,ADV,D--,_,6,advmod,{'MorphInd': '^perlahan<d>_D--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",6,jatuh,jatuh,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^jatuh<v>_VSA$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",7,cinta,cinta,NOUN,NSD,{'Number': 'Sing'},6,obj,{'MorphInd': '^cinta<n>_NSD$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",8,pada,pada,ADP,R--,_,10,case,{'MorphInd': '^pada<r>_R--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",9,sang,sang,DET,F--,_,10,det,{'MorphInd': '^sang<f>_F--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",10,direktur,direktur,NOUN,NSD,{'Number': 'Sing'},6,obl,{'MorphInd': '^direktur<n>_NSD$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",11,VB,vb,PROPN,X--,_,10,flat,{'MorphInd': '^vb<x>_X--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",12,Rose,rose,PROPN,F--,_,11,flat,"{'SpaceAfter': 'No', 'MorphInd': '^rose<f>_F--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",13,",",",",PUNCT,Z--,_,6,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",14,tak,tak,PART,G--,{'Polarity': 'Neg'},15,advmod,{'MorphInd': '^tak<g>_G--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",15,peduli,peduli,VERB,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",20,dep,{'MorphInd': '^peduli<a>_ASP$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",16,walaupun,walaupun,SCONJ,S--,_,20,mark,{'MorphInd': '^walaupun<s>_S--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",17,Yukari,yukari,PROPN,X--,_,20,obl,{'MorphInd': '^yukari<x>_X--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",18,sering,sering,ADV,D--,_,20,advmod,{'MorphInd': '^sering<d>_D--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",19,sekali,sekali,ADV,D--,_,20,advmod,{'MorphInd': '^sekali<d>_D--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",20,melakukan,menlakukan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",6,advcl,{'MorphInd': '^meN+laku<a>+kan_VSA$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",21,KDRT,kdrt,NOUN,X--,_,20,obj,"{'SpaceAfter': 'No', 'MorphInd': '^kdrt<x>_X--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",22,.,.,PUNCT,Z--,_,6,punct,{'MorphInd': '^.<z>_Z--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",23,Pemilik,penmilik,PROPN,NSD,{'Number': 'Sing'},24,nsubj,{'MorphInd': '^peN+milik<v>_NSD$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",24,sekaligus,sekaligus,ADV,D--,_,6,dep,{'MorphInd': '^sekaligus<d>_D--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",25,desainer,desainer,NOUN,NSD,{'Number': 'Sing'},24,acl,{'MorphInd': '^desainer<n>_NSD$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",26,di,di,ADP,R--,_,27,case,{'MorphInd': '^di<r>_R--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",27,VB,vb,PROPN,X--,_,25,nmod,{'MorphInd': '^vb<x>_X--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",28,Rose,rose,PROPN,F--,_,27,flat,"{'SpaceAfter': 'No', 'MorphInd': '^rose<f>_F--$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",29,.,.,PUNCT,Z--,_,24,punct,{'MorphInd': '^.<z>_Z--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",30,Orang,orang,NOUN,NSD,{'Number': 'Sing'},35,nsubj,{'MorphInd': '^orang<n>_NSD$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",31,yang,yang,PRON,S--,{'PronType': 'Rel'},32,nsubj,{'MorphInd': '^yang<s>_S--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",32,satu,satu,NUM,CC-,{'NumType': 'Card'},35,nummod,{'MorphInd': '^satu<c>_CC-$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",33,ini,ini,DET,B--,{'PronType': 'Dem'},32,det,{'MorphInd': '^ini<b>_B--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",34,sangat,sangat,ADV,D--,_,35,advmod,{'MorphInd': '^sangat<d>_D--$'},
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",35,dingin,dingin,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",6,dep,"{'SpaceAfter': 'No', 'MorphInd': '^dingin<a>_ASP$'}",
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",36,.,.,PUNCT,Z--,_,35,punct,{'MorphInd': '^.<z>_Z--$'},
